date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:47:42	89496/89496	---M-Z	200	added ('OK')	application/javascript	etag:%2215d98-5b712fca997b9-gzip%22	http://192.168.0.92/wp-includes/js/jquery/jquery.min.js?ver=3.5.1	D:/proretia.it_static/proretia.it/192.168.0.92/wp-includes/js/jquery/jquery.min9d52.js	(from http://192.168.0.92/)
19:47:44	21737/21737	---M--	200	added ('OK')	image/jpeg	etag:%2254e9-5ba0e1856c96f%22	http://192.168.0.92/wp-content/plugins/mesmerize-companion/theme-data/mesmerize/sections/images/computer-2569652.jpg	D:/proretia.it_static/proretia.it/192.168.0.92/wp-content/plugins/mesmerize-companion/theme-data/mesmerize/sections/images/computer-2569652.jpg	(from http://192.168.0.92/)
19:47:44	31076/31076	---MC-	200	added ('OK')	application/json	date:Mon,%2015%20Mar%202021%2018:47:38%20GMT	http://192.168.0.92/index.php/wp-json/wp/v2/pages/6	D:/proretia.it_static/proretia.it/192.168.0.92/index.php/wp-json/wp/v2/pages/6.json	(from http://192.168.0.92/)
19:47:44	17622/17622	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Mar%202021%2018:47:43%20GMT	http://192.168.0.92/index.php/sample-page/	D:/proretia.it_static/proretia.it/192.168.0.92/index.php/sample-page/index.html	(from http://192.168.0.92/)
19:47:45	19481/19481	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Mar%202021%2018:47:43%20GMT	http://192.168.0.92/index.php/blog/	D:/proretia.it_static/proretia.it/192.168.0.92/index.php/blog/index.html	(from http://192.168.0.92/)
19:47:47	28992/28992	---M--	200	added ('OK')	image/jpeg	etag:%227140-5ba0e1855eeaf%22	http://192.168.0.92/wp-content/plugins/mesmerize-companion/theme-data/mesmerize/sections/images/apple-1838564.jpg	D:/proretia.it_static/proretia.it/192.168.0.92/wp-content/plugins/mesmerize-companion/theme-data/mesmerize/sections/images/apple-1838564.jpg	(from http://192.168.0.92/)
19:47:48	20128/20128	---M--	200	added ('OK')	image/jpeg	etag:%224ea0-5ba0e185aefef%22	http://192.168.0.92/wp-content/plugins/mesmerize-companion/theme-data/mesmerize/sections/images/team-5.jpg	D:/proretia.it_static/proretia.it/192.168.0.92/wp-content/plugins/mesmerize-companion/theme-data/mesmerize/sections/images/team-5.jpg	(from http://192.168.0.92/)
19:47:51	20268/20268	---M--	200	added ('OK')	image/jpeg	etag:%224f2c-5ba0e1859a7cf%22	http://192.168.0.92/wp-content/plugins/mesmerize-companion/theme-data/mesmerize/sections/images/team-1.jpg	D:/proretia.it_static/proretia.it/192.168.0.92/wp-content/plugins/mesmerize-companion/theme-data/mesmerize/sections/images/team-1.jpg	(from http://192.168.0.92/)
19:47:52	21831/21831	---M--	200	added ('OK')	image/jpeg	etag:%225547-5ba0e185a058f%22	http://192.168.0.92/wp-content/plugins/mesmerize-companion/theme-data/mesmerize/sections/images/team-2.jpg	D:/proretia.it_static/proretia.it/192.168.0.92/wp-content/plugins/mesmerize-companion/theme-data/mesmerize/sections/images/team-2.jpg	(from http://192.168.0.92/)
19:47:53	52439/52439	---M--	200	added ('OK')	image/jpeg	etag:%22ccd7-5ba0e1857272f%22	http://192.168.0.92/wp-content/plugins/mesmerize-companion/theme-data/mesmerize/sections/images/laptop-2559795.jpg	D:/proretia.it_static/proretia.it/192.168.0.92/wp-content/plugins/mesmerize-companion/theme-data/mesmerize/sections/images/laptop-2559795.jpg	(from http://192.168.0.92/)
19:47:54	17464/17464	---M--	200	added ('OK')	image/jpeg	etag:%224438-5ba0e185a440f%22	http://192.168.0.92/wp-content/plugins/mesmerize-companion/theme-data/mesmerize/sections/images/team-3.jpg	D:/proretia.it_static/proretia.it/192.168.0.92/wp-content/plugins/mesmerize-companion/theme-data/mesmerize/sections/images/team-3.jpg	(from http://192.168.0.92/)
19:47:56	98323/98323	---MC-	200	added ('OK')	application/json	date:Mon,%2015%20Mar%202021%2018:47:39%20GMT	http://192.168.0.92/index.php/wp-json/	D:/proretia.it_static/proretia.it/192.168.0.92/index.php/wp-json/index.html	(from http://192.168.0.92/)
19:47:56	26851/26851	---M--	200	added ('OK')	image/jpeg	etag:%2268e3-5ba0e185b3e0f%22	http://192.168.0.92/wp-content/plugins/mesmerize-companion/theme-data/mesmerize/sections/images/team-6.jpg	D:/proretia.it_static/proretia.it/192.168.0.92/wp-content/plugins/mesmerize-companion/theme-data/mesmerize/sections/images/team-6.jpg	(from http://192.168.0.92/)
19:47:57	17391/17391	---M--	200	added ('OK')	image/jpeg	etag:%2243ef-5ba0e185be9ef%22	http://192.168.0.92/wp-content/plugins/mesmerize-companion/theme-data/mesmerize/sections/images/team-8.jpg	D:/proretia.it_static/proretia.it/192.168.0.92/wp-content/plugins/mesmerize-companion/theme-data/mesmerize/sections/images/team-8.jpg	(from http://192.168.0.92/)
19:47:57	5629/5629	---M-Z	200	added ('OK')	application/javascript	etag:%2215fd-5b712fc79bde3-gzip%22	http://192.168.0.92/wp-includes/js/imagesloaded.min.js?ver=4.1.4	D:/proretia.it_static/proretia.it/192.168.0.92/wp-includes/js/imagesloaded.mineda1.js	(from http://192.168.0.92/)
19:47:57	23304/23304	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Mar%202021%2018:47:56%20GMT	http://192.168.0.92/index.php/2020/12/22/hello-world/	D:/proretia.it_static/proretia.it/192.168.0.92/index.php/2020/12/22/hello-world/index.html	(from http://192.168.0.92/)
19:47:58	50399/50399	---M-Z	200	added ('OK')	application/javascript	etag:%22c4df-5ba0e1842476f-gzip%22	http://192.168.0.92/wp-content/plugins/mesmerize-companion/theme-data/mesmerize/assets/js/companion.bundle.min.js?ver=1.6.119	D:/proretia.it_static/proretia.it/192.168.0.92/wp-content/plugins/mesmerize-companion/theme-data/mesmerize/assets/js/companion.bundle.min90f5.js	(from http://192.168.0.92/)
19:47:59	24138/24138	---M-Z	200	added ('OK')	application/javascript	etag:%225e4a-5b712fc7d9640-gzip%22	http://192.168.0.92/wp-includes/js/masonry.min.js?ver=4.2.2	D:/proretia.it_static/proretia.it/192.168.0.92/wp-includes/js/masonry.min3a05.js	(from http://192.168.0.92/)
19:47:59	1426/1426	---M-Z	200	added ('OK')	application/javascript	etag:%22592-5bc2be70dd4f8-gzip%22	http://192.168.0.92/wp-includes/js/wp-embed.min.js?ver=5.7	D:/proretia.it_static/proretia.it/192.168.0.92/wp-includes/js/wp-embed.mine23c.js	(from http://192.168.0.92/)
19:47:59	38696/38696	---M--	200	added ('OK')	image/jpeg	etag:%229728-5ba0e185b9bcf%22	http://192.168.0.92/wp-content/plugins/mesmerize-companion/theme-data/mesmerize/sections/images/team-7.jpg	D:/proretia.it_static/proretia.it/192.168.0.92/wp-content/plugins/mesmerize-companion/theme-data/mesmerize/sections/images/team-7.jpg	(from http://192.168.0.92/)
19:47:59	77160/77160	---M--	200	added ('OK')	text/html	etag:%2212d68-5ba0e118f8ea9%22	http://192.168.0.92/wp-content/themes/mesmerize/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	D:/proretia.it_static/proretia.it/192.168.0.92/wp-content/themes/mesmerize/assets/fonts/fontawesome-webfont3e6e.html	(from http://192.168.0.92/wp-content/themes/mesmerize/assets/css/theme.bundle.min.css?ver=1.6.105)
19:48:01	84752/84752	---M-Z	200	added ('OK')	application/javascript	etag:%2214b10-5ba0e11a4bc89-gzip%22	http://192.168.0.92/wp-content/themes/mesmerize/assets/js/theme.bundle.min.js?ver=1.6.105	D:/proretia.it_static/proretia.it/192.168.0.92/wp-content/themes/mesmerize/assets/js/theme.bundle.min7403.js	(from http://192.168.0.92/)
19:48:17	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%2217ee8-5ba0e118f11a9%22	http://192.168.0.92/wp-content/themes/mesmerize/assets/fonts/fontawesome-webfont.woff?v=4.7.0	D:/proretia.it_static/proretia.it/192.168.0.92/wp-content/themes/mesmerize/assets/fonts/fontawesome-webfont3e6e.woff	(from http://192.168.0.92/wp-content/themes/mesmerize/assets/css/theme.bundle.min.css?ver=1.6.105)
19:48:17	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-5ba0e118dd929%22	http://192.168.0.92/wp-content/themes/mesmerize/assets/fonts/fontawesome-webfont.svg?v=4.7.0	D:/proretia.it_static/proretia.it/192.168.0.92/wp-content/themes/mesmerize/assets/fonts/fontawesome-webfont3e6e.svg	(from http://192.168.0.92/wp-content/themes/mesmerize/assets/css/theme.bundle.min.css?ver=1.6.105)
19:48:24	28083/28083	---M--	200	added ('OK')	image/png	etag:%226db3-5ba0e1196c269%22	http://192.168.0.92/wp-content/themes/mesmerize/assets/images/header-shapes/circles.png	D:/proretia.it_static/proretia.it/192.168.0.92/wp-content/themes/mesmerize/assets/images/header-shapes/circles.png	(from http://192.168.0.92/index.php/blog/)
19:48:24	7849/7849	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Mar%202021%2018:48:23%20GMT	http://192.168.0.92/wp-login.php	D:/proretia.it_static/proretia.it/192.168.0.92/wp-login.html	(from http://192.168.0.92/index.php/blog/)
19:48:24	19511/19511	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Mar%202021%2018:48:23%20GMT	http://192.168.0.92/index.php/2020/12/	D:/proretia.it_static/proretia.it/192.168.0.92/index.php/2020/12/index.html	(from http://192.168.0.92/index.php/blog/)
19:48:25	19870/19870	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Mar%202021%2018:48:24%20GMT	http://192.168.0.92/index.php/category/uncategorized/	D:/proretia.it_static/proretia.it/192.168.0.92/index.php/category/uncategorized/index.html	(from http://192.168.0.92/index.php/blog/)
19:48:26	2846/2846	---M--	200	added ('OK')	application/json	date:Mon,%2015%20Mar%202021%2018:48:24%20GMT	http://192.168.0.92/index.php/wp-json/wp/v2/pages/2	D:/proretia.it_static/proretia.it/192.168.0.92/index.php/wp-json/wp/v2/pages/2.json	(from http://192.168.0.92/index.php/sample-page/)
19:48:26	744/744	---M-Z	200	added ('OK')	application/rss+xml	etag:%2264b7178497d80dd2ff283518a50debc2-gzip%22	http://192.168.0.92/index.php/sample-page/feed/	D:/proretia.it_static/proretia.it/192.168.0.92/index.php/sample-page/feed/index.html	(from http://192.168.0.92/index.php/sample-page/)
19:48:26	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5ba0e118ceec9%22	http://192.168.0.92/wp-content/themes/mesmerize/assets/fonts/fontawesome-webfont.eot?v=4.7.0	D:/proretia.it_static/proretia.it/192.168.0.92/wp-content/themes/mesmerize/assets/fonts/fontawesome-webfont3e6e.eot	(from http://192.168.0.92/wp-content/themes/mesmerize/assets/css/theme.bundle.min.css?ver=1.6.105)
19:48:26	2279/2279	---M--	200	added ('OK')	application/json	date:Mon,%2015%20Mar%202021%2018:48:25%20GMT	http://192.168.0.92/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2F192.168.0.92%2Findex.php%2Fsample-page%2F	D:/proretia.it_static/proretia.it/192.168.0.92/index.php/wp-json/oembed/1.0/embed3280.json	(from http://192.168.0.92/index.php/sample-page/)
19:48:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Mar%202021%2018:48:26%20GMT	http://192.168.0.92/?p=2	D:/proretia.it_static/proretia.it/192.168.0.92/index905b.html	(from http://192.168.0.92/index.php/sample-page/)
19:48:26	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5ba0e118ceec9%22	http://192.168.0.92/wp-content/themes/mesmerize/assets/fonts/fontawesome-webfont.eot?	D:/proretia.it_static/proretia.it/192.168.0.92/wp-content/themes/mesmerize/assets/fonts/fontawesome-webfontd41d.eot	(from http://192.168.0.92/wp-content/themes/mesmerize/assets/css/theme.bundle.min.css?ver=1.6.105)
19:48:27	42/42	---M--	405	error ('Method%20Not%20Allowed')	text/plain	date:Mon,%2015%20Mar%202021%2018:48:26%20GMT	http://192.168.0.92/xmlrpc.php	D:/proretia.it_static/proretia.it/192.168.0.92/xmlrpc.php	(from http://192.168.0.92/index.php/sample-page/)
19:48:27	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2015%20Mar%202021%2018:48:26%20GMT	http://192.168.0.92/wp-admin/	D:/proretia.it_static/proretia.it/192.168.0.92/wp-admin/index.html	(from http://192.168.0.92/index.php/sample-page/)
19:48:27	165548/165548	---M--	200	added ('OK')	application/font-sfnt	etag:%22286ac-5ba0e118e7569%22	http://192.168.0.92/wp-content/themes/mesmerize/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	D:/proretia.it_static/proretia.it/192.168.0.92/wp-content/themes/mesmerize/assets/fonts/fontawesome-webfont3e6e.ttf	(from http://192.168.0.92/wp-content/themes/mesmerize/assets/css/theme.bundle.min.css?ver=1.6.105)
19:48:27	1789/1789	---M--	200	added ('OK')	application/json	date:Mon,%2015%20Mar%202021%2018:48:26%20GMT	http://192.168.0.92/index.php/wp-json/wp/v2/posts/1	D:/proretia.it_static/proretia.it/192.168.0.92/index.php/wp-json/wp/v2/posts/1.json	(from http://192.168.0.92/index.php/2020/12/22/hello-world/)
19:48:27	1684/1684	---M-Z	200	added ('OK')	application/rss+xml	etag:%2264b7178497d80dd2ff283518a50debc2-gzip%22	http://192.168.0.92/index.php/2020/12/22/hello-world/feed/	D:/proretia.it_static/proretia.it/192.168.0.92/index.php/2020/12/22/hello-world/feed/index.html	(from http://192.168.0.92/index.php/2020/12/22/hello-world/)
19:48:27	2310/2310	---M--	200	added ('OK')	application/json	date:Mon,%2015%20Mar%202021%2018:48:27%20GMT	http://192.168.0.92/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2F192.168.0.92%2Findex.php%2F2020%2F12%2F22%2Fhello-world%2F	D:/proretia.it_static/proretia.it/192.168.0.92/index.php/wp-json/oembed/1.0/embed3b04.json	(from http://192.168.0.92/index.php/2020/12/22/hello-world/)
19:48:27	2982/2982	---M-Z	200	added ('OK')	application/javascript	etag:%22ba6-5bc2be70cea9e-gzip%22	http://192.168.0.92/wp-includes/js/comment-reply.min.js?ver=5.7	D:/proretia.it_static/proretia.it/192.168.0.92/wp-includes/js/comment-reply.mine23c.js	(from http://192.168.0.92/index.php/2020/12/22/hello-world/)
19:48:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Mar%202021%2018:48:27%20GMT	http://192.168.0.92/?p=1	D:/proretia.it_static/proretia.it/192.168.0.92/indexcff1.html	(from http://192.168.0.92/index.php/2020/12/22/hello-world/)
19:48:28	19813/19813	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Mar%202021%2018:48:27%20GMT	http://192.168.0.92/index.php/author/aasolutions/	D:/proretia.it_static/proretia.it/192.168.0.92/index.php/author/aasolutions/index.html	(from http://192.168.0.92/index.php/2020/12/22/hello-world/)
19:48:28	23349/23349	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Mar%202021%2018:48:27%20GMT	http://192.168.0.92/index.php/2020/12/22/hello-world/?replytocom=1	D:/proretia.it_static/proretia.it/192.168.0.92/index.php/2020/12/22/hello-world/index6809.html	(from http://192.168.0.92/index.php/2020/12/22/hello-world/)
19:48:28	646/646	---M--	200	added ('OK')	application/json	date:Mon,%2015%20Mar%202021%2018:48:27%20GMT	http://192.168.0.92/index.php/wp-json/wp/v2/categories/1	D:/proretia.it_static/proretia.it/192.168.0.92/index.php/wp-json/wp/v2/categories/1.27.delayed	(from http://192.168.0.92/index.php/category/uncategorized/)
19:48:29	1748/1748	---M-Z	200	added ('OK')	application/rss+xml	etag:%22d7317333c258c08177750245a280b6b8-gzip%22	http://192.168.0.92/index.php/category/uncategorized/feed/	D:/proretia.it_static/proretia.it/192.168.0.92/index.php/category/uncategorized/feed/index.html	(from http://192.168.0.92/index.php/category/uncategorized/)
19:48:29	59010/59010	---M-Z	200	added ('OK')	text/css	etag:%22e682-5b712fc6d0bee-gzip%22	http://192.168.0.92/wp-includes/css/dashicons.min.css?ver=5.7	D:/proretia.it_static/proretia.it/192.168.0.92/wp-includes/css/dashicons.mine23c.css	(from http://192.168.0.92/wp-login.php)
19:48:30	5854/5854	---M-Z	200	added ('OK')	text/css	etag:%2216de-5bd96fe25a9a7-gzip%22	http://192.168.0.92/wp-includes/css/buttons.min.css?ver=5.7	D:/proretia.it_static/proretia.it/192.168.0.92/wp-includes/css/buttons.mine23c.css	(from http://192.168.0.92/wp-login.php)
19:48:30	25291/25291	---M-Z	200	added ('OK')	text/css	etag:%2262cb-5bd96fd4bb599-gzip%22	http://192.168.0.92/wp-admin/css/forms.min.css?ver=5.7	D:/proretia.it_static/proretia.it/192.168.0.92/wp-admin/css/forms.mine23c.css	(from http://192.168.0.92/wp-login.php)
19:48:30	2477/2477	---M-Z	200	added ('OK')	text/css	etag:%229ad-5b712fc0bb265-gzip%22	http://192.168.0.92/wp-admin/css/l10n.min.css?ver=5.7	D:/proretia.it_static/proretia.it/192.168.0.92/wp-admin/css/l10n.mine23c.css	(from http://192.168.0.92/wp-login.php)
19:48:30	5489/5489	---M-Z	200	added ('OK')	text/css	etag:%221571-5bd96fd528b92-gzip%22	http://192.168.0.92/wp-admin/css/login.min.css?ver=5.7	D:/proretia.it_static/proretia.it/192.168.0.92/wp-admin/css/login.mine23c.css	(from http://192.168.0.92/wp-login.php)
19:48:31	2916/2916	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Mar%202021%2018:48:30%20GMT	http://192.168.0.92/wp-login.php?action=lostpassword	D:/proretia.it_static/proretia.it/192.168.0.92/wp-loginc2b6.html	(from http://192.168.0.92/wp-login.php)
19:48:31	351/351	---M-Z	200	added ('OK')	application/javascript	etag:%2215f-5bd96ff3ca681-gzip%22	http://192.168.0.92/wp-includes/js/zxcvbn-async.min.js?ver=1.0	D:/proretia.it_static/proretia.it/192.168.0.92/wp-includes/js/zxcvbn-async.min5152.js	(from http://192.168.0.92/wp-login.php)
19:48:31	7908/7908	---M-Z	200	added ('OK')	application/javascript	etag:%221ee4-5bc2be70d773b-gzip%22	http://192.168.0.92/wp-includes/js/dist/vendor/wp-polyfill-fetch.min.js?ver=3.0.0	D:/proretia.it_static/proretia.it/192.168.0.92/wp-includes/js/dist/vendor/wp-polyfill-fetch.min6e0e.js	(from http://192.168.0.92/wp-login.php)
19:48:32	353/353	---M-Z	200	added ('OK')	application/javascript	etag:%22161-5b712fcba50ea-gzip%22	http://192.168.0.92/wp-includes/js/dist/vendor/wp-polyfill-node-contains.min.js?ver=3.42.0	D:/proretia.it_static/proretia.it/192.168.0.92/wp-includes/js/dist/vendor/wp-polyfill-node-contains.min2e00.js	(from http://192.168.0.92/wp-login.php)
19:48:32	99310/99310	---M-Z	200	added ('OK')	application/javascript	etag:%22183ee-5b712fcba9f0a-gzip%22	http://192.168.0.92/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=7.4.4	D:/proretia.it_static/proretia.it/192.168.0.92/wp-includes/js/dist/vendor/wp-polyfill.min89b1.js	(from http://192.168.0.92/wp-login.php)
19:48:32	867/867	---M-Z	200	added ('OK')	application/javascript	etag:%22363-5bc2be70d773b-gzip%22	http://192.168.0.92/wp-includes/js/dist/vendor/wp-polyfill-dom-rect.min.js?ver=3.42.0	D:/proretia.it_static/proretia.it/192.168.0.92/wp-includes/js/dist/vendor/wp-polyfill-dom-rect.min2e00.js	(from http://192.168.0.92/wp-login.php)
19:48:33	7165/7165	---M-Z	200	added ('OK')	application/javascript	etag:%221bfd-5b712fcba31aa-gzip%22	http://192.168.0.92/wp-includes/js/dist/vendor/wp-polyfill-formdata.min.js?ver=3.0.12	D:/proretia.it_static/proretia.it/192.168.0.92/wp-includes/js/dist/vendor/wp-polyfill-formdata.mine9bd.js	(from http://192.168.0.92/wp-login.php)
19:48:33	417/417	---M-Z	200	added ('OK')	application/javascript	etag:%221a1-5b712fcb9d3ea-gzip%22	http://192.168.0.92/wp-includes/js/dist/vendor/wp-polyfill-element-closest.min.js?ver=2.0.2	D:/proretia.it_static/proretia.it/192.168.0.92/wp-includes/js/dist/vendor/wp-polyfill-element-closest.min4c56.js	(from http://192.168.0.92/wp-login.php)
19:48:33	47085/47085	---M-Z	200	added ('OK')	application/javascript	etag:%22b7ed-5b712fcba702a-gzip%22	http://192.168.0.92/wp-includes/js/dist/vendor/wp-polyfill-url.min.js?ver=3.6.4	D:/proretia.it_static/proretia.it/192.168.0.92/wp-includes/js/dist/vendor/wp-polyfill-url.min5aed.js	(from http://192.168.0.92/wp-login.php)
19:48:33	2978/2978	---M-Z	200	added ('OK')	application/javascript	etag:%22ba2-5bd96ff212f5a-gzip%22	http://192.168.0.92/wp-includes/js/dist/vendor/wp-polyfill-object-fit.min.js?ver=2.3.4	D:/proretia.it_static/proretia.it/192.168.0.92/wp-includes/js/dist/vendor/wp-polyfill-object-fit.min531b.js	(from http://192.168.0.92/wp-login.php)
19:48:33	6937/6937	---M-Z	200	added ('OK')	application/javascript	etag:%221b19-5bd96fee50152-gzip%22	http://192.168.0.92/wp-includes/js/dist/hooks.min.js?ver=50e23bed88bcb9e6e14023e9961698c1	D:/proretia.it_static/proretia.it/192.168.0.92/wp-includes/js/dist/hooks.minf521.js	(from http://192.168.0.92/wp-login.php)
19:48:33	10166/10166	---M-Z	200	added ('OK')	application/javascript	etag:%2227b6-5bd96fee7b0cf-gzip%22	http://192.168.0.92/wp-includes/js/dist/i18n.min.js?ver=db9a9a37da262883343e941c3731bc67	D:/proretia.it_static/proretia.it/192.168.0.92/wp-includes/js/dist/i18n.min87d6.js	(from http://192.168.0.92/wp-login.php)
19:48:34	1123/1123	---M-Z	200	added ('OK')	application/javascript	etag:%22463-5bd96fdabd69c-gzip%22	http://192.168.0.92/wp-admin/js/password-strength-meter.min.js?ver=5.7	D:/proretia.it_static/proretia.it/192.168.0.92/wp-admin/js/password-strength-meter.mine23c.js	(from http://192.168.0.92/wp-login.php)
19:48:34	1077/1077	---M-Z	200	added ('OK')	application/javascript	etag:%22435-5bc2be70cbbbf-gzip%22	http://192.168.0.92/wp-includes/js/wp-util.min.js?ver=5.7	D:/proretia.it_static/proretia.it/192.168.0.92/wp-includes/js/wp-util.mine23c.js	(from http://192.168.0.92/wp-login.php)
19:48:34	16057/16057	---M-Z	200	added ('OK')	application/javascript	etag:%223eb9-5bd96ff34c6e8-gzip%22	http://192.168.0.92/wp-includes/js/underscore.min.js?ver=1.8.3	D:/proretia.it_static/proretia.it/192.168.0.92/wp-includes/js/underscore.min4511.js	(from http://192.168.0.92/wp-login.php)
19:48:34	6113/6113	---M-Z	200	added ('OK')	application/javascript	etag:%2217e1-5bd96fdbd7a2c-gzip%22	http://192.168.0.92/wp-admin/js/user-profile.min.js?ver=5.7	D:/proretia.it_static/proretia.it/192.168.0.92/wp-admin/js/user-profile.mine23c.js	(from http://192.168.0.92/wp-login.php)
19:48:35	7862/7862	---M-Z	200	added ('OK')	text/html	date:Mon,%2015%20Mar%202021%2018:48:34%20GMT	http://192.168.0.92/wp-login.php?redirect_to=http%3A%2F%2F192.168.0.92%2Fwp-admin%2F%26reauth=1	D:/proretia.it_static/proretia.it/192.168.0.92/wp-logincb5c.html	(from http://192.168.0.92/wp-admin/)
19:48:35	623/623	---M--	200	added ('OK')	application/json	date:Mon,%2015%20Mar%202021%2018:48:34%20GMT	http://192.168.0.92/index.php/wp-json/wp/v2/users/1	D:/proretia.it_static/proretia.it/192.168.0.92/index.php/wp-json/wp/v2/users/1.json	(from http://192.168.0.92/index.php/author/aasolutions/)
19:48:36	1742/1742	---M-Z	200	added ('OK')	application/rss+xml	etag:%22d7317333c258c08177750245a280b6b8-gzip%22	http://192.168.0.92/index.php/author/aasolutions/feed/	D:/proretia.it_static/proretia.it/192.168.0.92/index.php/author/aasolutions/feed/index.html	(from http://192.168.0.92/index.php/author/aasolutions/)
